repo,sha,message,url,func_changes
apache/airflow,4761082189e4a70de474c634128cd5bfa98ad8ce,Fix key error in _handle_execution_date_fn for ExternalTaskSensor (#53728),https://github.com/apache/airflow/commit/4761082189e4a70de474c634128cd5bfa98ad8ce,0
apache/airflow,be1cd2f2d07edd541c5a439f6453e6e72e1fce65,sphinx: avoid repeated isinstance checks (#53367) (#53783),https://github.com/apache/airflow/commit/be1cd2f2d07edd541c5a439f6453e6e72e1fce65,0
apache/airflow,92184c367a8e92aef0a2b1b6c8fc2de53eb00db6,Fix: ignore connection schema when schema is none in mongo hook (#53780),https://github.com/apache/airflow/commit/92184c367a8e92aef0a2b1b6c8fc2de53eb00db6,0
apache/airflow,6dba10134a0beff4656b344652d9a6f09d0648fd,Add cert used for apiserver to client (fix for self-signed) (#53574),https://github.com/apache/airflow/commit/6dba10134a0beff4656b344652d9a6f09d0648fd,0
apache/airflow,b395021e1b85314473866947dc3981c70610154e,Fixing CI failures due to new uv and other dependencies (#53765),https://github.com/apache/airflow/commit/b395021e1b85314473866947dc3981c70610154e,0
apache/airflow,55cf82fdc8e9842687babf5a60f4e424a5cd5f46,fix: Type mismatch for DateInterval in latest only operator (#53541),https://github.com/apache/airflow/commit/55cf82fdc8e9842687babf5a60f4e424a5cd5f46,0
apache/airflow,64e7408cd35cce3ae8a90b2cf17b154e0d1fde67,Fix unreachable code mypy warnings in teradata provider (#53488),https://github.com/apache/airflow/commit/64e7408cd35cce3ae8a90b2cf17b154e0d1fde67,0
apache/airflow,ff50c156278a63674d848515ec6a26805aded87b,Bump the core-ui-package-updates group across 1 directory with 86 updates,https://github.com/apache/airflow/commit/ff50c156278a63674d848515ec6a26805aded87b,0
apache/airflow,c620125db9fd64f00fdde6ec78e5b265e59aea16,Add Keycloak Refresh Token Endpoint to Core and Keycloak Provider (#51657),https://github.com/apache/airflow/commit/c620125db9fd64f00fdde6ec78e5b265e59aea16,2
apache/airflow,8881579cd412ae72f399c145328a9085d2b57035,Fix variable name in EKS command for token expiration timestamp (#53720),https://github.com/apache/airflow/commit/8881579cd412ae72f399c145328a9085d2b57035,0
apache/airflow,5f33250ac8a8584f5ff4c94435948f56cc83f660,Fix tests (#53760),https://github.com/apache/airflow/commit/5f33250ac8a8584f5ff4c94435948f56cc83f660,0
apache/airflow,5d6d98d274bfe9618ad2f6eb1ccb35ecc784f326,AIP-84 Enable multi sorting (#53408),https://github.com/apache/airflow/commit/5d6d98d274bfe9618ad2f6eb1ccb35ecc784f326,0
apache/airflow,e4fb6862c6b16f790fed1baa4af8882125c984c9,Allow Remote logging providers to load connections from the API Server (#53719),https://github.com/apache/airflow/commit/e4fb6862c6b16f790fed1baa4af8882125c984c9,5
apache/airflow,7796cdc7eeb3ff66fcee40a10e062ce4b6c08614,Initialize DAG bundles and sync dags in CLI `get_dag` function (#53699),https://github.com/apache/airflow/commit/7796cdc7eeb3ff66fcee40a10e062ce4b6c08614,0
apache/airflow,f35576a65db6194583b7c1f03fe525cf9b1818df,Task SDK Integration Testing Infrastructure (#53332),https://github.com/apache/airflow/commit/f35576a65db6194583b7c1f03fe525cf9b1818df,5
apache/airflow,dc3dfd862ebc748242ba6a9acd0d1c337580dceb,Fix spelling of GitHub brand name (#53735),https://github.com/apache/airflow/commit/dc3dfd862ebc748242ba6a9acd0d1c337580dceb,0
apache/airflow,f5b12db393bde99192fc7e43388f03d1e96f6b5a,AIP-81 Make list operations to return all results  (#50132),https://github.com/apache/airflow/commit/f5b12db393bde99192fc7e43388f03d1e96f6b5a,0
apache/airflow,ef80507e8037bd7dd285e1fa70cb9f21d72574b5,Restore proper DAG callback  execution context (#53684),https://github.com/apache/airflow/commit/ef80507e8037bd7dd285e1fa70cb9f21d72574b5,0
apache/airflow,194da6a140071aca3ffd1094b8efd7caf981ffe2,Add environment and oslogin for yandex dataproc create cluster (#52973),https://github.com/apache/airflow/commit/194da6a140071aca3ffd1094b8efd7caf981ffe2,0
apache/airflow,e85717b8e21731b4445d10c37d9699e4f6f9d4c6,AIP-86 - Add `callback_state` to deadline table (#53650),https://github.com/apache/airflow/commit/e85717b8e21731b4445d10c37d9699e4f6f9d4c6,2
apache/airflow,04a13b50624b95801521b867bbd5d06e24dbf401,"misc: fix spelling in md,py,rst,yaml files (#48781)",https://github.com/apache/airflow/commit/04a13b50624b95801521b867bbd5d06e24dbf401,0
apache/airflow,b14b333bf7e21a4d1b0f1e63e9885d7e15cdaea5,[v3-0-test] Bump gitpython from 3.1.44 to 3.1.45 (#53724) (#53732),https://github.com/apache/airflow/commit/b14b333bf7e21a4d1b0f1e63e9885d7e15cdaea5,0
apache/airflow,86b8d6f4d0a08643617f9775e923866a8ff4e0d7,[v3-0-test] Bump gitpython from 3.1.44 to 3.1.45 in /airflow-core (#53725) (#53731),https://github.com/apache/airflow/commit/86b8d6f4d0a08643617f9775e923866a8ff4e0d7,0
apache/airflow,c39db61c8d09ff130fba7e174aa233aee0c225b5,Bump gitpython from 3.1.44 to 3.1.45 (#53721),https://github.com/apache/airflow/commit/c39db61c8d09ff130fba7e174aa233aee0c225b5,0
apache/airflow,aa2b533bb3eb5648f85c7f76ae867c4f1378b244,Bump gitpython from 3.1.44 to 3.1.45 (#53724),https://github.com/apache/airflow/commit/aa2b533bb3eb5648f85c7f76ae867c4f1378b244,0
apache/airflow,1361afafbf966c186c5158bbc9d0ab157e04e2e1,Bump gitpython from 3.1.44 to 3.1.45 in /airflow-core (#53725),https://github.com/apache/airflow/commit/1361afafbf966c186c5158bbc9d0ab157e04e2e1,0
apache/airflow,d4108d04fcb0d038b05e8dd3da07959b388ecf6a,Fix airflow dags delete command error (#53501),https://github.com/apache/airflow/commit/d4108d04fcb0d038b05e8dd3da07959b388ecf6a,0
apache/airflow,3d51cf4f09d35e7778e3ad7a377aaa6c6e927f32,Add auto-formatting to pre-commit hook for JSON check (#53701),https://github.com/apache/airflow/commit/3d51cf4f09d35e7778e3ad7a377aaa6c6e927f32,0
apache/airflow,55d648ec094fc6f22a28f34bef0656a062705494,use of debugpy to run airflow components via breeze (#51763),https://github.com/apache/airflow/commit/55d648ec094fc6f22a28f34bef0656a062705494,4
apache/airflow,2cb6079a7559cb56d1d03bed62ce8d719ebf49b2,(feat): pass parameters to Neo4j driver session in Neo4jOperator (#52990),https://github.com/apache/airflow/commit/2cb6079a7559cb56d1d03bed62ce8d719ebf49b2,0
apache/airflow,9b20205e66aca1ad9d666048ed5d50945b810387,[v3-0-test] Fix typo in AIRFLOW_COMMIT(S) diagnostics in workflow_run (#53686) (#53689),https://github.com/apache/airflow/commit/9b20205e66aca1ad9d666048ed5d50945b810387,0
apache/airflow,0c178848bf42dcb1a48435ddb09056ba9625daf9,Fix typo in AIRFLOW_COMMIT(S) diagnostics in workflow_run (#53686),https://github.com/apache/airflow/commit/0c178848bf42dcb1a48435ddb09056ba9625daf9,0
apache/airflow,953ca19bb4ee755f4fccfe862f773426dfe7a24c,Bump axios (#53673),https://github.com/apache/airflow/commit/953ca19bb4ee755f4fccfe862f773426dfe7a24c,0
apache/airflow,28df8ee6bfd9f8899d0d33428bb8400417bf6c5b,[v3-0-test] Add possibility to apply a commit with patch to docs when publishing (#53668) (#53678),https://github.com/apache/airflow/commit/28df8ee6bfd9f8899d0d33428bb8400417bf6c5b,0
apache/airflow,fcbcd12a85587a7bc50072a35f023de4469590ba,Resolve timeout in ``HttpSensor`` test by fixing template rendering (#53676),https://github.com/apache/airflow/commit/fcbcd12a85587a7bc50072a35f023de4469590ba,0
apache/airflow,35d23c3222472ef354acc34fd3a76237bced727b,Restore ``get_previous_dagrun`` functionality for task context (#53655),https://github.com/apache/airflow/commit/35d23c3222472ef354acc34fd3a76237bced727b,1
apache/airflow,d6a51e9ac3c02724896858c9970752001e030031,Add possibility to apply a commit with patch to docs when publishing (#53668),https://github.com/apache/airflow/commit/d6a51e9ac3c02724896858c9970752001e030031,0
apache/airflow,226b669b4412a55b4bbdffd9b3d753ee15cbdf70,Fix incorrect reference to SimpleHttpOperator in 3.0.0 release notes (#53661),https://github.com/apache/airflow/commit/226b669b4412a55b4bbdffd9b3d753ee15cbdf70,0
apache/airflow,7b0e77598032cc822e078b56a25964e130658f16,"Replace mock.patch(""utcnow"") with time_machine in Edge Executor (#53670)",https://github.com/apache/airflow/commit/7b0e77598032cc822e078b56a25964e130658f16,0
apache/airflow,189764fc4351d758aca3d704519719499c096d5d,"Update best-practices.rst, fixing #52862 (#53625)",https://github.com/apache/airflow/commit/189764fc4351d758aca3d704519719499c096d5d,0
apache/airflow,bde7fc6a59d09bc374d7778701dab6c94ccfe4e9,Fix External Views relative URL (#53664),https://github.com/apache/airflow/commit/bde7fc6a59d09bc374d7778701dab6c94ccfe4e9,0
apache/airflow,82c2a0ffddad9a398ba9713d422b97b2d2b6e53f,Bump the core-ui-package-updates group across 1 directory with 13 updates (#53608),https://github.com/apache/airflow/commit/82c2a0ffddad9a398ba9713d422b97b2d2b6e53f,0
apache/airflow,b8e44e78b44715f2c66f8194b690d2348fbd9a0f,Fixing mypy checks for devel-common on main (#53666),https://github.com/apache/airflow/commit/b8e44e78b44715f2c66f8194b690d2348fbd9a0f,0
apache/airflow,4ae273cbedec66c87dc40218c7a94863390a380d,Fix hive changelog (#53665),https://github.com/apache/airflow/commit/4ae273cbedec66c87dc40218c7a94863390a380d,0
apache/airflow,71f4224b488d782dae506ea52c4f11c7f4844bc1,docs: fix invalid operator reference in 3.0.0 provider refactor release notes (#50740),https://github.com/apache/airflow/commit/71f4224b488d782dae506ea52c4f11c7f4844bc1,0
apache/airflow,584050de80f4d818acd3298539c4c532f9b7d75d,"Replace `mock.patch(""utcnow"")` with time_machine. (#53642)",https://github.com/apache/airflow/commit/584050de80f4d818acd3298539c4c532f9b7d75d,2
apache/airflow,316ea01cbd7872bac348b736d36416815c53c30d,Make parameter `--github-token` optional in breeze (#53641),https://github.com/apache/airflow/commit/316ea01cbd7872bac348b736d36416815c53c30d,0
apache/airflow,d3aeae04f857da1ecc08d5c505bc5a366e16d83a,Bump the fab-ui-package-updates group across 1 directory with 4 updates,https://github.com/apache/airflow/commit/d3aeae04f857da1ecc08d5c505bc5a366e16d83a,0
apache/airflow,6572e2cb16fc8d8063216061415d2d22a2c4bde0,FIX - pre-commit scope (generate-airflowctl-datamodels) (#53624),https://github.com/apache/airflow/commit/6572e2cb16fc8d8063216061415d2d22a2c4bde0,0
apache/airflow,12b484335535ce7788291fa1ffd7fcbced2d0ec3,Add Bearer token support in Swagger UI for SimpleAuthManager (#53567),https://github.com/apache/airflow/commit/12b484335535ce7788291fa1ffd7fcbced2d0ec3,0
apache/airflow,892ac4b374c04e759a6e6de382f9e67a73babc41,Fix reversed PanelResizeHandle drag direction after restoring from autoSaveId (#53151),https://github.com/apache/airflow/commit/892ac4b374c04e759a6e6de382f9e67a73babc41,0
apache/airflow,7a2f65cba4c903d43e7ac094021ea9ddc20ab876,Add caveat details in auth manager doc (#53397),https://github.com/apache/airflow/commit/7a2f65cba4c903d43e7ac094021ea9ddc20ab876,0
apache/airflow,8fb611667e83ac037ee16722549efedef7350ee7,Fix URI Construction in Databricks Hook (#53217),https://github.com/apache/airflow/commit/8fb611667e83ac037ee16722549efedef7350ee7,3
apache/airflow,6b618efa91b4ef80c4821537b30f14a49c2badb6,Fixed Task group names duplication in Task's task_id for MappedOperator (#53532),https://github.com/apache/airflow/commit/6b618efa91b4ef80c4821537b30f14a49c2badb6,1
apache/airflow,62b3fcdab670117e8c15c068036c2f5734b6ea04,Clarify FAB auth provider versioning and webserver_config.py deprecation for Airflow 3.x (#53606),https://github.com/apache/airflow/commit/62b3fcdab670117e8c15c068036c2f5734b6ea04,0
apache/airflow,8e35bcc98a5101ec664cc8290ce816637be4f916,Remove `api` prefix from update_job_permission in databricks hook (#53039),https://github.com/apache/airflow/commit/8e35bcc98a5101ec664cc8290ce816637be4f916,0
apache/airflow,258fafb238503736cfc7ff2289df30e3c9c8eab2,[v3-0-test] fix(systemd): Update systemd unit files and documentation for Airflow 3.0 (#52294) (#53609),https://github.com/apache/airflow/commit/258fafb238503736cfc7ff2289df30e3c9c8eab2,0
apache/airflow,ed95a73c7cc14fa536dd7aa49b353de262d50c52,Fix typos `aiflow` -> `airflow` (#53603),https://github.com/apache/airflow/commit/ed95a73c7cc14fa536dd7aa49b353de262d50c52,0
apache/airflow,097ae4517d06d0fae1ae5890e206fffa7e64c148,fix(systemd): Update systemd unit files and documentation for Airflow 3.0 (#52294),https://github.com/apache/airflow/commit/097ae4517d06d0fae1ae5890e206fffa7e64c148,0
apache/airflow,4a828c98b9021db0615cf6ff42072419bbf3f008,[v3-0-test] fix: accordian child contents to be visible when overflown (#53595) (#53602),https://github.com/apache/airflow/commit/4a828c98b9021db0615cf6ff42072419bbf3f008,0
apache/airflow,04dcc2326b9a06459bfae7d97e983587a0c4753f,fix: accordian child contents to be visible when overflown (#53595),https://github.com/apache/airflow/commit/04dcc2326b9a06459bfae7d97e983587a0c4753f,0
apache/airflow,f80a44588db1fb6ea2770a0b3147520598fa84cf,Fix RuntimeError when using OpensearchTaskHandler as remote log handler (#53529),https://github.com/apache/airflow/commit/f80a44588db1fb6ea2770a0b3147520598fa84cf,0
apache/airflow,a2581cc625b06eab851962c796794b459d1cab84,fix dataproc trigger (#53485),https://github.com/apache/airflow/commit/a2581cc625b06eab851962c796794b459d1cab84,0
apache/airflow,0f0ea3b5c444465777a7c5eb5188b301faed1aee,AIP-68 CLI to bootstrap a React App plugin (#53365),https://github.com/apache/airflow/commit/0f0ea3b5c444465777a7c5eb5188b301faed1aee,6
